,Query,Sql pattern new
11718,Display the total number of transactions with wedding planning by whitney,"select count(distinct transaction_id) from master_txn_table where customers = ""wedding planning by whitney"""
11719,What are my AR this month/last month?,"select strftime(""%m"", transaction_date), sum(amount) from master_txn_table where account = ""Accounts Receivable (A/R)"" and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 1 group by strftime(""%m"", transaction_date)"
11720,What was my expense by products in may?,"select product_service, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where strftime(""%m"", transaction_date) = 5 and account_type in ('Expense','Other Expense') group by product_service"
11721,What was my expense by products in may?,"select product_service, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where strftime(""%m"", transaction_date) = 5 and account_type in ('Expense','Other Expense') group by product_service"
11722,what was our top 3 selling products and their sales in q1,"select product_service, sum(quantity) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and strftime(""%m"", transaction_date) in (""01"", ""02"", ""03"") group by product_service order by sum(quantity) desc limit 3;"
11723,What was our biggest expense This fiscal year to date?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day') order by sum(debit) desc limit 1"
11724,What's the total number of invoices we've issued red rock diner?,"select count(distinct transaction_id) from master_txn_table where customers = ""red rock diner"" and transaction_type = 'invoice'"
11725,What are my total sales by customer?,"select customer, sum(credit) from master_txn_table group by customer"
11726,What is my average revenue for Customer A in the last 5 years?,"select sum(credit)/5 from master_txn_table where customers = ""A"" and strftime(""%Y"", transaction_date) >= strftime(""%Y"", current_timestamp)-4;"
11727,How much money does customer kookies by kathy still owe?,"select balance from customers where customer_name = ""kookies by kathy"""
11728,Show how many transactions you've had with red rock diner,"select count(distinct transaction_id) from master_txn_table where customers = ""red rock diner"""
11729,what are sales by location this year,"select billing_city, sum(credit) from master_txn_table as T1 inner join customers as T2 on T1.customers = T2.customer_name where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)  group by billing_city"
11730,What was the min invoice amount for maintenance?,"select min(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_type = 'invoice' and product_service = ""maintenance"""
11731,How many meals did we deliver last week?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
11732,How much we received from automobile?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""automobile"")"
11733,How much money did we make This week to date?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
11734,When did customer 0969 ocean view road last pay? ,"select distinct transaction_id, amount, transaction_date from master_txn_table where customers = ""0969 ocean view road"" and transaction_type = 'payment' order by transaction_date desc limit 1"
11735,How many sprinkler pipe did gevelber photography sell This fiscal year to date?,"select sum(quantity) from master_txn_table where customers = ""gevelber photography"" and product_service = ""sprinkler pipe"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day')"
11736,which product did most of our income come from yesterday?,"select product_service, sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and date(transaction_date) = date(current_date) - 1 group by product_service order by sum(credit) desc limit 1"
11737,What was the first invoice for service?,"select transaction_id from master_txn_table where product_service = ""service"" and transaction_type = 'invoice' order by transaction_date limit 1"
11738,When did customer travis waldron last pay? ,"select distinct transaction_id, amount, transaction_date from master_txn_table where customers = ""travis waldron"" and transaction_type = 'payment' order by transaction_date desc limit 1"
11739,What was the last invoice for kookies by kathy?,"select transaction_id, customers from master_txn_table where transaction_type = 'invoice' and customers = ""kookies by kathy"" order by transaction_date desc limit 1"
11740,How much money does customer freeman sporting good still owe?,"select balance from customers where customer_name = ""freeman sporting good"""
11741,How much did we spend on fidelity in This fiscal year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where vendor = ""fidelity"" and account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date)"
11742,"How much cash did we collect yesterday, by Salesperson?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"")"
11743,How many kate whelan invoices are still outstanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""kate whelan"" and open_balance > 0 and transaction_type = 'invoice'"
11744,What payment method was used to pay sales receipt #101010,"select payment_method from master_txn_table where transaction_type = 'sales receipt' and transaction_id = ""101010"""
11745,"This week, how many invoices have been paid?",
11746,"What was the total amount collected in ""Bond Fees"" yesterday?","select sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
