,Query,Sql pattern new
8750,When did weiskopf consulting first pay?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""weiskopf consulting"" order by transaction_date limit 1"
8751,When was the first time we billed for opening balance equity?,"select transaction_date from master_txn_table where transaction_type = 'bill' and instr(account,""opening balance equity"") order by transaction_date limit 1"
8752,How many checks did we receive yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
8753,What was our total income from rago travel agency in Last fiscal year?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""rago travel agency"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
8754,"Which salesperson generated the most ""Bond Fees"" last month?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%m"",transaction_date) = strftime(""%m"",current_date) - 1 and misc.salesperson = X and product_service = 'Bond fees' group by misc.salesperson order by sum(credit) desc limit 1"
8755,What are my account receivable This week to date?,"select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
8756,How many services did 55 twin lane sell Last month?,"select sum(quantity) from master_txn_table where customers = ""55 twin lane"" and product_service = ""services"" and transaction_date BETWEEN date( current_date, ""start of month"", ""-1 months"") AND date( current_date, ""start of month"", ""-1 days"") "
8757,"between <date> and <date>, what are my AP?",select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date) AND date(current_date)
8758,how much did we spend with bob's burger joint on travel,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""travel"") and vendor = ""bob's burger joint"""
8759,How many pest control did barnett design sell today?,"select sum(quantity) from master_txn_table where customers = ""barnett design"" and product_service = ""pest control"" and transaction_date date( current_date)"
8760,Which customer has AR > 90 days?,"select distinct customers from master_txn_table where AR_paid = 'unpaid' and date(transaction_date,'+90 days') <= current_timestamp"
8761,How much money did we make This month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
8762,What was the most recent invoice for wedding planning by whitney?,"select transaction_id from master_txn_table where transaction_type = 'invoice' and customers = ""wedding planning by whitney"" order by transaction_date desc limit 1"
8763,What was the highest bill freeman sporting goods received from lee advertising?,"select max(credit) from master_txn_table where customers = ""freeman sporting goods"" and transaction_type = 'bill' and vendor = ""lee advertising"""
8764,What was the most recent invoice for pump?,"select transaction_id from master_txn_table where transaction_type = 'invoice' and product_service = ""pump"" order by transaction_date desc limit 1"
8765,What are my expenses for the This week to date?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
8766,"Last 7 days, how many invoices were paid?",
8767,How many meals did we deliver last week?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
8768,How much money did we make Last year?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
8769,How many invoices have we sent to 0969 ocean view road?,"select count(distinct transaction_id) from master_txn_table where customers = ""0969 ocean view road"" and transaction_type = 'invoice'"
8770,How many MASTERCARD transactions did we have yesterday?,select count(distinct transaction_id) from master_txn_table where payment_method = 'mastercard'
8771,what was our top 3 selling products and their sales in q1,"select product_service, sum(quantity) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and strftime(""%m"", transaction_date) in (""01"", ""02"", ""03"") group by product_service order by sum(quantity) desc limit 3;"
8772,How much money does weiskopf consulting still owe?,"select billing_city, sum(credit) from master_txn_table join customers on customers = customer_name where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)  group by billing_city"
8773,Show number of transactions with Mr B,"select transaction_type, count(distinct transaction_id) from master_txn_table where customers = 'B' or vendor = 'B'"
8774,How much revenue came through sonnenschein family store in month of august,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = 8 and T1.customers = ""sonnenschein family store"""
8775,"In the YTD, how many hours did travis waldron sell?","select sum(quantity) from master_txn_table where customers = ""travis waldron"" and product_service = ""hours"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
8776,What was my total sales for dylan sollfrank during last month?,"select sum(credit) from master_txn_table where customers = ""dylan sollfrank"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp)-1;"
8777,When was the last time we billed for sprinkler heads,"select transaction_date from master_txn_table where product_service = ""sprinkler heads"" order by transaction_date desc limit 1;"
8778,How many kookies by kathy invoices are still oustanding?,"select count(*) from master_txn_table where customers = ""kookies by kathy"" and Open_balance > 0"
8779,What was our total spend for other income in last 12 months,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""other income"") and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 12 and account_type in ('Expense','Other Expense')"
8780,"Which salesperson generated the most ""Bond Fees"" last month?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%m"",transaction_date) = strftime(""%m"",current_date) - 1 and misc.salesperson = X and product_service = 'Bond fees' group by misc.salesperson order by sum(credit) desc limit 1"
